lat,lon,datetime,dt,temp,pressure,humidity,dew_point,wind_speed,wind_deg
40.0,32.3,2024-08-03 09:00:00+00:00,1722675600,30.71,1005,27,9.58,2.31,260
40.0,32.3,2024-08-03 10:00:00+00:00,1722679200,33.41,1005,20,7.41,3.29,264
36.5,29.2,2013-10-26 08:00:00+00:00,1382774400,16.75,1018,35,1.22,0.5,280
36.5,29.2,2013-10-26 09:00:00+00:00,1382778000,17.11,1018,31,-0.12,1.0,290
36.5,29.1,2013-10-26 09:00:00+00:00,1382778000,23.51,1018,31,5.42,1.0,290
36.6,29.1,2013-10-26 09:00:00+00:00,1382778000,20.89,1018,31,3.15,1.0,290
40.0,32.3,2018-07-16 09:00:00+00:00,1531731600,26.09,1009,32,8.12,1.63,287
40.0,32.3,2018-07-16 10:00:00+00:00,1531735200,27.4,1008,29,7.81,2.2,278
40.0,32.4,2018-07-16 10:00:00+00:00,1531735200,25.31,1008,28,5.51,2.6,210
39.9,32.4,2018-07-16 10:00:00+00:00,1531735200,28.11,1008,30,8.92,2.06,283
39.8,32.4,2018-07-16 10:00:00+00:00,1531735200,28.58,1008,30,9.33,2.74,305
39.8,32.4,2018-07-16 11:00:00+00:00,1531738800,29.2,1008,29,9.35,3.33,297
39.8,32.5,2018-07-16 11:00:00+00:00,1531738800,26.48,1007,28,6.51,2.75,274
39.8,32.6,2018-07-16 11:00:00+00:00,1531738800,25.64,1008,28,5.79,5.14,300
39.7,32.6,2018-07-16 11:00:00+00:00,1531738800,26.33,1008,29,6.89,3.33,297
39.7,32.7,2018-07-16 11:00:00+00:00,1531738800,27.67,1008,29,8.04,3.36,301
39.7,32.7,2018-07-16 12:00:00+00:00,1531742400,28.38,1008,28,8.13,3.87,299
39.7,32.8,2018-07-16 12:00:00+00:00,1531742400,28.74,1008,28,8.44,3.87,299
39.6,32.8,2018-07-16 12:00:00+00:00,1531742400,28.46,1007,27,7.67,4.51,305
39.6,32.9,2018-07-16 12:00:00+00:00,1531742400,28.18,1007,26,6.88,3.94,311
39.6,33.0,2018-07-16 12:00:00+00:00,1531742400,29.52,1007,29,9.63,3.58,308
39.6,33.1,2018-07-16 12:00:00+00:00,1531742400,28.27,1007,26,6.96,3.94,311
39.6,33.2,2018-07-16 12:00:00+00:00,1531742400,26.52,1006,26,5.47,3.41,312
39.6,33.2,2018-07-16 13:00:00+00:00,1531746000,26.48,1006,26,5.44,4.03,317
39.5,33.2,2018-07-16 13:00:00+00:00,1531746000,29.28,1006,26,7.81,4.03,317
39.5,33.3,2018-07-16 13:00:00+00:00,1531746000,30.02,1006,26,8.44,4.03,317
39.5,33.4,2018-07-16 13:00:00+00:00,1531746000,30.81,1006,26,9.11,3.7,314
39.4,33.4,2018-07-16 13:00:00+00:00,1531746000,30.75,1006,26,9.06,3.7,314
39.4,33.5,2018-07-16 13:00:00+00:00,1531746000,29.84,1006,26,8.29,3.7,314
39.4,33.6,2018-07-16 13:00:00+00:00,1531746000,29.13,1006,26,7.68,3.7,314
39.4,33.6,2018-07-16 14:00:00+00:00,1531749600,29.26,1006,27,8.35,3.86,318
39.4,33.7,2018-07-16 14:00:00+00:00,1531749600,29.05,1006,28,8.71,3.8,315
39.3,33.7,2018-07-16 14:00:00+00:00,1531749600,27.73,1006,26,6.5,4.15,308
39.3,33.8,2018-07-16 14:00:00+00:00,1531749600,28.07,1006,26,6.79,4.15,308
39.3,33.9,2018-07-16 14:00:00+00:00,1531749600,26.92,1006,26,5.81,4.03,310
39.3,34.0,2018-07-16 14:00:00+00:00,1531749600,25.16,1006,29,5.89,3.99,328
39.2,34.0,2018-07-16 14:00:00+00:00,1531749600,28.47,1006,26,7.13,4.03,310
39.2,34.0,2018-07-16 15:00:00+00:00,1531753200,28.53,1006,25,6.61,4.14,318
39.2,34.1,2018-07-16 15:00:00+00:00,1531753200,27.63,1006,24,5.26,3.1,310
40.0,32.3,2024-05-19 10:00:00+00:00,1716112800,21.32,1014,47,9.56,2.22,248
40.0,32.2,2024-05-19 10:00:00+00:00,1716112800,23.46,1014,47,11.51,2.22,248
40.0,32.3,2024-05-19 11:00:00+00:00,1716116400,22.47,1013,41,8.58,2.39,252
37.0,29.3,2020-07-19 08:00:00+00:00,1595145600,26.56,1009,38,11.09,2.27,214
37.1,29.3,2020-07-19 08:00:00+00:00,1595145600,26.52,1009,38,11.06,2.27,214
37.1,29.4,2020-07-19 08:00:00+00:00,1595145600,27.11,1009,35,10.34,1.7,204
37.2,29.4,2020-07-19 08:00:00+00:00,1595145600,27.05,1008,32,8.96,1.37,166
37.2,29.5,2020-07-19 08:00:00+00:00,1595145600,26.87,1008,32,8.8,1.37,166
37.2,29.5,2020-07-19 09:00:00+00:00,1595149200,28.0,1008,31,9.31,1.7,197
37.3,29.5,2020-07-19 09:00:00+00:00,1595149200,32.02,1007,33,13.74,1.2,188
37.3,29.6,2020-07-19 09:00:00+00:00,1595149200,30.24,1008,31,11.25,1.7,197
37.4,29.6,2020-07-19 09:00:00+00:00,1595149200,28.99,1007,33,11.11,1.2,188
37.5,29.6,2020-07-19 09:00:00+00:00,1595149200,29.93,1007,33,11.92,1.2,188
37.5,29.6,2020-07-19 10:00:00+00:00,1595152800,31.59,1007,28,10.87,1.28,202
37.6,29.6,2020-07-19 10:00:00+00:00,1595152800,30.6,1007,28,10.03,1.28,202
37.6,29.7,2020-07-19 10:00:00+00:00,1595152800,30.8,1007,29,10.73,1.97,154
37.7,29.7,2020-07-19 10:00:00+00:00,1595152800,30.33,1006,26,8.7,4.1,60
37.7,29.8,2020-07-19 10:00:00+00:00,1595152800,32.26,1006,26,10.33,4.1,60
37.8,29.8,2020-07-19 10:00:00+00:00,1595152800,34.68,1006,26,12.37,4.1,60
37.8,29.9,2020-07-19 10:00:00+00:00,1595152800,34.26,1007,26,12.02,4.1,60
37.8,29.9,2020-07-19 11:00:00+00:00,1595156400,35.26,1006,23,11.0,3.6,30
37.8,30.0,2020-07-19 11:00:00+00:00,1595156400,29.96,1006,26,8.39,2.87,162
37.9,30.0,2020-07-19 11:00:00+00:00,1595156400,35.44,1006,26,13.01,2.87,162
38.0,30.0,2020-07-19 11:00:00+00:00,1595156400,34.87,1006,26,12.53,2.87,162
38.0,30.1,2020-07-19 11:00:00+00:00,1595156400,34.96,1006,26,12.61,2.87,162
38.1,30.1,2020-07-19 11:00:00+00:00,1595156400,35.33,1006,26,12.92,2.87,162
38.1,30.1,2020-07-19 12:00:00+00:00,1595160000,35.94,1005,26,13.44,2.79,161
38.1,30.2,2020-07-19 12:00:00+00:00,1595160000,34.93,1007,30,14.78,3.39,167
38.2,30.2,2020-07-19 12:00:00+00:00,1595160000,35.09,1007,28,13.85,3.76,183
38.3,30.2,2020-07-19 12:00:00+00:00,1595160000,34.21,1007,28,13.11,3.76,183
38.4,30.2,2020-07-19 12:00:00+00:00,1595160000,34.54,1006,25,11.66,3.78,189
38.5,30.2,2020-07-19 12:00:00+00:00,1595160000,34.08,1006,25,11.27,3.78,189
38.5,30.2,2020-07-19 13:00:00+00:00,1595163600,34.26,1006,24,10.81,3.86,191
38.5,30.3,2020-07-19 13:00:00+00:00,1595163600,33.33,1006,24,10.03,3.86,191
38.6,30.3,2020-07-19 13:00:00+00:00,1595163600,33.74,1006,24,10.38,3.86,191
38.6,30.4,2020-07-19 13:00:00+00:00,1595163600,32.65,1006,24,9.47,3.76,186
38.7,30.4,2020-07-19 13:00:00+00:00,1595163600,33.18,1005,23,9.28,1.0,110
38.7,30.5,2020-07-19 13:00:00+00:00,1595163600,34.0,1005,23,9.96,3.46,187
38.8,30.5,2020-07-19 13:00:00+00:00,1595163600,35.48,1005,23,11.19,3.57,196
38.8,30.6,2020-07-19 13:00:00+00:00,1595163600,35.94,1005,23,11.57,1.0,110
38.8,30.6,2020-07-19 14:00:00+00:00,1595167200,35.26,1005,24,11.65,0.5,120
38.9,30.6,2020-07-19 14:00:00+00:00,1595167200,34.88,1005,24,11.33,0.5,120
38.9,30.7,2020-07-19 14:00:00+00:00,1595167200,34.53,1005,23,10.4,4.21,203
39.0,30.7,2020-07-19 14:00:00+00:00,1595167200,33.9,1005,23,9.87,4.21,203
39.0,30.7,2020-07-19 15:00:00+00:00,1595170800,33.99,1005,22,9.29,4.32,206
39.0,30.8,2020-07-19 15:00:00+00:00,1595170800,34.41,1005,22,9.63,4.32,206
39.0,30.9,2020-07-19 15:00:00+00:00,1595170800,35.4,1004,22,10.45,4.24,203
39.1,30.9,2020-07-19 15:00:00+00:00,1595170800,34.28,1004,22,9.53,4.24,203
39.1,31.0,2020-07-19 15:00:00+00:00,1595170800,34.19,1003,21,8.76,2.82,198
39.2,31.0,2020-07-19 15:00:00+00:00,1595170800,35.43,1003,21,9.78,2.82,198
39.2,31.1,2020-07-19 15:00:00+00:00,1595170800,36.13,1003,21,10.36,2.82,198
39.2,31.1,2020-07-19 16:00:00+00:00,1595174400,35.22,1004,20,8.89,1.93,262
39.2,31.2,2020-07-19 16:00:00+00:00,1595174400,35.22,1003,21,9.61,1.19,205
39.3,31.2,2020-07-19 16:00:00+00:00,1595174400,35.76,1003,21,10.05,1.19,205
39.3,31.3,2020-07-19 16:00:00+00:00,1595174400,36.58,1003,21,10.73,1.19,205
39.4,31.3,2020-07-19 16:00:00+00:00,1595174400,36.48,1004,21,10.64,2.55,275
39.4,31.4,2020-07-19 16:00:00+00:00,1595174400,36.07,1003,21,10.31,1.82,191
39.4,31.5,2020-07-19 16:00:00+00:00,1595174400,37.13,1003,21,11.18,1.82,191
39.5,31.5,2020-07-19 16:00:00+00:00,1595174400,35.6,1003,21,9.92,1.82,191
39.5,31.5,2020-07-19 17:00:00+00:00,1595178000,33.33,1004,26,11.23,2.34,278
39.5,31.6,2020-07-19 17:00:00+00:00,1595178000,33.87,1004,26,11.69,2.34,278
40.0,32.3,2021-07-22 08:00:00+00:00,1626940800,26.69,1010,37,10.81,3.38,306
40.0,32.3,2021-07-22 09:00:00+00:00,1626944400,27.8,1010,33,10.07,3.64,297
39.9,32.3,2021-07-22 09:00:00+00:00,1626944400,28.39,1010,33,10.58,3.64,297
39.9,32.4,2021-07-22 09:00:00+00:00,1626944400,28.43,1010,35,11.5,3.45,295
39.8,32.4,2021-07-22 09:00:00+00:00,1626944400,28.9,1010,38,13.17,3.89,312
39.7,32.4,2021-07-22 09:00:00+00:00,1626944400,29.15,1010,38,13.39,3.89,312
39.6,32.4,2021-07-22 09:00:00+00:00,1626944400,28.56,1010,41,14.03,4.12,321
39.6,32.4,2021-07-22 10:00:00+00:00,1626948000,29.5,1010,36,12.87,4.6,323
39.5,32.4,2021-07-22 10:00:00+00:00,1626948000,28.59,1010,36,12.07,4.6,323
39.5,32.5,2021-07-22 10:00:00+00:00,1626948000,27.96,1010,36,11.52,4.6,323
39.4,32.5,2021-07-22 10:00:00+00:00,1626948000,27.69,1010,36,11.28,4.6,323
39.3,32.5,2021-07-22 10:00:00+00:00,1626948000,29.24,1010,36,12.64,4.6,323
39.3,32.6,2021-07-22 10:00:00+00:00,1626948000,28.1,1009,36,11.64,4.71,328
39.2,32.6,2021-07-22 10:00:00+00:00,1626948000,27.66,1009,36,11.25,4.71,328
39.2,32.6,2021-07-22 11:00:00+00:00,1626951600,28.34,1009,34,10.99,5.33,319
39.1,32.6,2021-07-22 11:00:00+00:00,1626951600,29.13,1009,36,12.55,5.51,326
39.1,32.7,2021-07-22 11:00:00+00:00,1626951600,29.52,1008,37,13.31,5.19,321
39.0,32.7,2021-07-22 11:00:00+00:00,1626951600,29.45,1008,37,13.25,5.19,321
39.0,32.8,2021-07-22 11:00:00+00:00,1626951600,29.31,1008,37,13.12,5.19,321
38.9,32.8,2021-07-22 11:00:00+00:00,1626951600,30.0,1008,37,13.73,5.19,321
38.9,32.9,2021-07-22 11:00:00+00:00,1626951600,30.0,1008,38,14.14,4.19,325
38.8,32.9,2021-07-22 11:00:00+00:00,1626951600,29.88,1008,41,15.21,3.5,340
38.8,32.9,2021-07-22 12:00:00+00:00,1626955200,30.72,1007,36,13.94,3.96,336
38.7,32.9,2021-07-22 12:00:00+00:00,1626955200,30.61,1007,36,13.85,3.96,336
38.6,32.9,2021-07-22 12:00:00+00:00,1626955200,30.47,1007,39,14.96,3.83,351
38.6,33.0,2021-07-22 12:00:00+00:00,1626955200,30.06,1007,36,13.36,3.96,336
38.5,33.0,2021-07-22 12:00:00+00:00,1626955200,29.94,1007,39,14.49,3.83,351
38.5,33.0,2021-07-22 13:00:00+00:00,1626958800,30.07,1007,38,14.2,4.22,349
38.4,33.0,2021-07-22 13:00:00+00:00,1626958800,29.96,1007,38,14.11,4.22,349
38.3,33.0,2021-07-22 13:00:00+00:00,1626958800,29.78,1007,38,13.95,4.22,349
38.2,33.0,2021-07-22 13:00:00+00:00,1626958800,30.21,1007,39,14.73,4.44,354
38.1,33.0,2021-07-22 13:00:00+00:00,1626958800,27.82,1007,39,12.61,4.44,354
38.0,33.0,2021-07-22 13:00:00+00:00,1626958800,30.4,1006,38,14.5,4.71,355
38.0,33.0,2021-07-22 14:00:00+00:00,1626962400,30.61,1006,36,13.85,4.73,358
37.9,33.0,2021-07-22 14:00:00+00:00,1626962400,31.23,1006,36,14.39,4.73,358
37.8,33.0,2021-07-22 14:00:00+00:00,1626962400,32.15,1006,36,15.2,4.73,358
37.7,33.0,2021-07-22 14:00:00+00:00,1626962400,30.83,1006,37,14.46,4.62,357
37.6,33.0,2021-07-22 14:00:00+00:00,1626962400,30.87,1006,37,14.5,4.62,357
37.6,33.0,2021-07-22 15:00:00+00:00,1626966000,30.83,1005,36,14.04,4.43,4
37.5,33.0,2021-07-22 15:00:00+00:00,1626966000,30.84,1005,35,13.62,4.49,6
37.4,33.0,2021-07-22 15:00:00+00:00,1626966000,29.94,1005,35,12.83,4.49,6
37.3,33.0,2021-07-22 15:00:00+00:00,1626966000,30.02,1005,35,12.9,4.49,6
37.2,33.0,2021-07-22 15:00:00+00:00,1626966000,29.82,1005,36,13.15,4.62,9
37.2,33.0,2021-07-22 16:00:00+00:00,1626969600,28.7,1005,38,12.99,4.65,16
37.1,33.0,2021-07-22 16:00:00+00:00,1626969600,26.32,1005,38,10.88,4.65,16
37.1,33.1,2021-07-22 16:00:00+00:00,1626969600,27.97,1005,36,11.52,3.83,12
37.0,33.1,2021-07-22 16:00:00+00:00,1626969600,28.03,1005,36,11.58,3.83,12
36.9,33.1,2021-07-22 16:00:00+00:00,1626969600,34.77,1005,36,17.5,3.83,12
36.9,33.0,2021-07-22 16:00:00+00:00,1626969600,28.9,1005,36,12.34,3.83,12
36.9,33.0,2021-07-22 17:00:00+00:00,1626973200,27.51,1005,38,11.94,3.3,20
36.9,33.1,2021-07-22 17:00:00+00:00,1626973200,33.36,1005,38,17.11,3.3,20
36.8,33.1,2021-07-22 17:00:00+00:00,1626973200,29.99,1005,40,14.93,1.76,21
36.8,33.2,2021-07-22 17:00:00+00:00,1626973200,34.41,1004,33,15.82,2.02,345
39.6,32.5,2021-07-22 10:00:00+00:00,1626948000,27.74,1010,34,10.46,4.43,312
38.4,33.0,2021-07-22 12:00:00+00:00,1626955200,29.82,1007,39,14.38,3.83,351
37.0,33.0,2021-07-22 16:00:00+00:00,1626969600,29.16,1005,36,12.57,3.83,12
37.0,29.3,2020-07-26 07:00:00+00:00,1595746800,24.62,1009,42,10.87,1.58,214
37.1,29.3,2020-07-26 07:00:00+00:00,1595746800,24.16,1009,42,10.45,1.58,214
37.1,29.4,2020-07-26 07:00:00+00:00,1595746800,24.75,1009,42,10.98,1.16,222
37.1,29.4,2020-07-26 08:00:00+00:00,1595750400,26.96,1009,38,11.45,2.11,232
37.2,29.4,2020-07-26 08:00:00+00:00,1595750400,26.89,1008,36,10.57,1.28,228
37.2,29.5,2020-07-26 08:00:00+00:00,1595750400,26.59,1008,36,10.31,1.28,228
37.3,29.5,2020-07-26 08:00:00+00:00,1595750400,30.31,1008,35,13.15,0.54,248
37.3,29.6,2020-07-26 08:00:00+00:00,1595750400,29.05,1008,36,12.48,1.28,228
37.3,29.6,2020-07-26 09:00:00+00:00,1595754000,30.29,1008,34,12.69,2.16,237
37.4,29.6,2020-07-26 09:00:00+00:00,1595754000,29.04,1008,33,11.15,1.55,252
37.5,29.6,2020-07-26 09:00:00+00:00,1595754000,29.46,1008,33,11.51,1.55,252
37.5,29.7,2020-07-26 09:00:00+00:00,1595754000,28.92,1008,34,11.49,1.25,221
37.5,29.7,2020-07-26 10:00:00+00:00,1595757600,30.63,1007,28,10.06,0.91,243
37.5,29.8,2020-07-26 10:00:00+00:00,1595757600,31.7,1007,28,10.97,0.91,243
37.6,29.8,2020-07-26 10:00:00+00:00,1595757600,31.4,1007,28,10.71,0.91,243
37.7,29.8,2020-07-26 10:00:00+00:00,1595757600,32.03,1007,21,6.99,2.1,0
37.7,29.9,2020-07-26 10:00:00+00:00,1595757600,31.96,1007,21,6.93,2.1,0
37.7,29.9,2020-07-26 11:00:00+00:00,1595761200,32.22,1007,23,8.48,3.1,290
37.7,30.0,2020-07-26 11:00:00+00:00,1595761200,33.36,1007,28,12.38,0.55,164
37.8,30.0,2020-07-26 11:00:00+00:00,1595761200,28.92,1007,27,8.06,1.45,221
37.8,30.1,2020-07-26 11:00:00+00:00,1595761200,31.02,1007,28,10.39,0.55,164
37.9,30.1,2020-07-26 11:00:00+00:00,1595761200,34.76,1007,27,13.02,1.45,221
37.9,30.2,2020-07-26 11:00:00+00:00,1595761200,32.52,1007,16,3.48,4.6,260
38.0,30.2,2020-07-26 11:00:00+00:00,1595761200,35.02,1007,30,14.86,2.01,207
38.0,30.3,2020-07-26 11:00:00+00:00,1595761200,34.21,1007,16,4.82,4.6,260
38.0,30.3,2020-07-26 12:00:00+00:00,1595764800,34.52,1007,19,7.56,3.6,190
38.1,30.3,2020-07-26 12:00:00+00:00,1595764800,31.42,1007,29,11.26,2.0,209
38.1,30.4,2020-07-26 12:00:00+00:00,1595764800,30.94,1007,31,11.85,2.65,203
38.2,30.4,2020-07-26 12:00:00+00:00,1595764800,33.81,1007,27,12.21,2.94,217
38.2,30.5,2020-07-26 12:00:00+00:00,1595764800,26.75,1007,27,6.21,2.94,217
38.2,30.6,2020-07-26 12:00:00+00:00,1595764800,30.49,1007,27,9.39,2.94,217
38.3,30.6,2020-07-26 12:00:00+00:00,1595764800,33.29,1007,27,11.77,2.94,217
38.3,30.7,2020-07-26 12:00:00+00:00,1595764800,33.48,1007,27,11.93,2.74,214
38.3,30.7,2020-07-26 13:00:00+00:00,1595768400,33.43,1007,27,11.89,2.84,213
38.4,30.7,2020-07-26 13:00:00+00:00,1595768400,32.38,1006,23,8.61,2.8,230
38.4,30.8,2020-07-26 13:00:00+00:00,1595768400,33.54,1006,23,9.57,2.8,230
38.5,30.8,2020-07-26 13:00:00+00:00,1595768400,35.41,1006,23,11.13,2.8,230
38.6,30.8,2020-07-26 13:00:00+00:00,1595768400,33.05,1006,23,9.17,2.8,230
38.6,30.8,2020-07-26 14:00:00+00:00,1595772000,32.9,1006,24,9.67,3.05,240
38.6,30.9,2020-07-26 14:00:00+00:00,1595772000,34.65,1006,23,10.5,2.97,223
38.6,31.0,2020-07-26 14:00:00+00:00,1595772000,34.68,1005,21,9.17,3.42,236
38.7,31.0,2020-07-26 14:00:00+00:00,1595772000,34.75,1005,21,9.22,3.42,236
38.7,31.1,2020-07-26 14:00:00+00:00,1595772000,34.58,1005,21,9.08,3.42,236
38.8,31.1,2020-07-26 14:00:00+00:00,1595772000,32.72,1005,21,7.55,3.42,236
38.8,31.2,2020-07-26 14:00:00+00:00,1595772000,28.27,1005,20,3.19,3.59,234
38.8,31.3,2020-07-26 14:00:00+00:00,1595772000,32.98,1005,20,7.06,3.59,234
38.8,31.3,2020-07-26 15:00:00+00:00,1595775600,32.73,1005,18,5.33,3.33,246
38.8,31.4,2020-07-26 15:00:00+00:00,1595775600,33.18,1005,17,4.87,3.37,232
38.9,31.4,2020-07-26 15:00:00+00:00,1595775600,33.55,1005,18,5.99,2.95,285
38.9,31.5,2020-07-26 15:00:00+00:00,1595775600,33.68,1005,18,6.09,2.95,285
38.9,31.6,2020-07-26 15:00:00+00:00,1595775600,35.91,1005,18,7.89,2.95,285
38.9,31.7,2020-07-26 15:00:00+00:00,1595775600,34.8,1004,16,5.29,2.6,257
38.9,31.7,2020-07-26 16:00:00+00:00,1595779200,33.91,1004,15,3.67,3.13,303
38.9,31.8,2020-07-26 16:00:00+00:00,1595779200,34.52,1004,15,4.15,3.13,303
39.0,31.8,2020-07-26 16:00:00+00:00,1595779200,36.59,1004,15,5.78,3.13,303
39.0,31.9,2020-07-26 16:00:00+00:00,1595779200,36.29,1004,14,4.56,2.48,283
39.0,32.0,2020-07-26 16:00:00+00:00,1595779200,36.6,1004,14,4.8,2.48,283
39.0,32.0,2020-07-26 17:00:00+00:00,1595782800,33.81,1005,20,7.73,3.17,316
39.1,32.0,2020-07-26 17:00:00+00:00,1595782800,33.29,1005,23,9.37,5.23,335
39.1,32.1,2020-07-26 17:00:00+00:00,1595782800,33.13,1005,20,7.18,3.17,316
40.0,32.3,2021-07-26 08:00:00+00:00,1627286400,26.44,1015,41,12.14,2.43,339
40.0,32.4,2021-07-26 08:00:00+00:00,1627286400,24.35,1015,40,9.9,2.58,348
40.0,32.4,2021-07-26 09:00:00+00:00,1627290000,25.95,1014,32,8.0,3.6,310
40.0,32.3,2021-07-26 09:00:00+00:00,1627290000,28.04,1014,35,11.16,2.69,333
39.9,32.4,2021-07-26 09:00:00+00:00,1627290000,28.67,1014,35,11.71,2.79,338
39.8,32.4,2021-07-26 09:00:00+00:00,1627290000,29.14,1014,36,12.55,3.44,336
39.7,32.4,2021-07-26 09:00:00+00:00,1627290000,29.46,1014,36,12.84,3.44,336
39.7,32.4,2021-07-26 10:00:00+00:00,1627293600,30.95,1014,30,11.37,3.17,320
39.7,32.5,2021-07-26 10:00:00+00:00,1627293600,28.57,1014,30,9.32,3.17,320
39.6,32.5,2021-07-26 10:00:00+00:00,1627293600,28.63,1014,30,9.37,3.17,320
39.5,32.5,2021-07-26 10:00:00+00:00,1627293600,28.73,1014,31,9.94,3.53,327
39.5,32.6,2021-07-26 10:00:00+00:00,1627293600,27.92,1014,31,9.24,3.53,327
39.4,32.6,2021-07-26 10:00:00+00:00,1627293600,28.45,1014,31,9.7,3.53,327
39.4,32.6,2021-07-26 11:00:00+00:00,1627297200,29.26,1013,29,9.41,3.93,319
